ID,ESTABELECI,ENDERECO,LAT,LONG,BAIRRO
915,"JOAO CATARIN MEZOMO,PROF- SDI","QUEIROS FILHO,AV,313",-23537038,-46722018,PQ. DA LAPA
916,JOSE BONIFACIO IV- SDI,"ANDREAS AMON,R,150",-23553169,-46434612,COHAB JOSE BONIFACIO
917,"JOSE SOARES HUNGRIA,DR-SDI","MENOTTI LAUDIZIO,AV,100",-23484117,-46727089,PIRITUBA
918,"MARIO DE MORAES ALTENFELDER SILVA,DR,ESC-SDI/HOSP MAT","EMILIO CARLOS,DEP,AV,3100",-23479782,-46671580,V N CACHOEIRINHA
919,"MARIO DEGNI,PROF(JD SARAH)- SDI/HOSP E MATER","LUCAS DE LEYDE,AV,257",-23577587,-46764642,V  ANTONIO
920,"MARIQUINHA SCIACIA,D -SDI","JOSE VICENTE,DR,R,39",-23462448,-46623105,TREMEMBE
921,PERUS-SDI,"JULIO DE OLIVEIRA,R,80",-23403315,-46737938,V FLAMENGO
922,SANTO AMARO-SDI,"CARLOS GOMES,R,695",-23656083,-46700494,STO  AMARO
923,SAO MATEUS - SDI/CENTRO DIAGNOSTICO IMAGEM,"MATEO BEI,R,838",-23590086,-46489371,SAO MATEUS
924,SDI - CENTRO REF  DST/AIDS FREG DO O-N SRA. DO O,"ITABERABA,AV,1377",-23489709,-46694171,FREGUESIA DO O
925,SDI - HORA CERTA PENHA,"NOSSA SENHORA DA PENHA,PCA, 55",-23526200,-46550021,PENHA DE FRANCA
926,SDI - M'BOI MIRIM II,"FUNCIONARIOS PUBLICOS, DOS, AV.,379",-23734802,-46780777,JD VERA CRUZ
927,SDI/HOSPITAL DIA DA REDE HORA CERTA M'BOI MIRIM I,"PHILIPE DE VITRY,R,280",-23666232,-46736069,JD STA JOSEFINA
928,SDIJARDIM PIRAJUSSARA,"AMADEU DA SILVA SAMELO, AV.,423",-23631052,-46765883,JD MARTINICA
929,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM I SEDI I,"NOSSA SENHORA DO SABARA,AV,234",-23659600,-46696838,CAMPO GRANDE
930,SERVICO ESTADUAL DE DIAGNOSTICO POR IMAGEM III SEDI III,"VERGUEIRO,R,1353",-23573453,-46639001,PARAISO
931,SERVICO ESTADUAL DIAGNOSTICO POR IMAGEM,"ALMIRANTE DELAMARE,AV,1534",-23606818,-46592704,IPIRANGA
932,TIDE SETUBAL-CDI,"JOSE GUILHERME EIRAS,DR,R,123",-23496638,-46439508,S M PAULISTA
933,UNIAO DAS VILAS DE TAIPAS - SDI,"ELISIO TEIXEIRA LEITE,AV,7703",-23434929,-46717684,PARADA DE TAIPAS
934,UNIDADE DIAGNOSTICO POR IMAGEM - SDI,"FREDERICO ALVARENGA,R,259",-23550525,-46627859,PQ DOM PEDRO
935,V CONSTANCIA-SDI,"HERMENEGILDO MARTINI,R,S/N",-23672783,-46664681,V CONSTANCIA
936,V DAS BELEZAS - SDI,"ISAIAS BRANCO DE ARAUJO,TTE,R,101",-23642548,-46740777,V DAS BELEZAS
937,V GUILHERME- SID,"JOAO VENTURA BATISTA,R,615",-23515717,-46605055,V GUILHERME
938,V PRUDENTE - SDI,"CENTENARIO DE V PRUDENTE,PCA,108",-23581804,-46582361,V  PRUDENTE
939,V SONIA -SDI,"ABRAHAO CALIL REZEK,R,91",-23597378,-46734262,V  SONIA
940,VILA SILVIA - SDI,"BELEM SANTOS,R,8",-23490014,-46503551,CANGA-BA
941,"WALDOMIRO DE PAULA,PROF-SDI","AUGUSTO CARLOS BAUMANN,R,1074",-23530669,-46444300,ITAQUERA
942,CENENORTE-CLINICA NEFROLOGICA,"ATALIBA LEONEL,GAL,AV,3254",-23487169,-46606679,CARANDIRU
943,SENESP-SERV DE NEFROLOGIA DE SP,"CLARINDO,R,59",-23632265,-46735516,VILA ANDRADE
944,BUTANTA - SUVIS,"CORIFEU DE AZEVEDO MARQUES,AV,3596",-23565411,-46743410,BUTANTA
945,CAMPO LIMPO/CAPAO REDONDO - SUVIS,"NOSSA SENHORA DO BOM CONSELHO,AV,59",-23639709,-46757642,CH. NSA.SRA.BOM CONSELHO
946,CASA VERDE/CACHOEIRINHA - SUVIS,"ARMANDO COELHO DA SILVA,R,882",-23491001,-46653878,CASA VERDE
947,CIDADE ADEMAR/SANTO AMARO - SUVIS,"MARIA CUOFONO SALZANO,R,185",-23654965,-46666612,JD. SANTO ANTONINHO
948,CIDADE TIRADENTES - SUVIS,"MANUEL MOSCOSO,R,15",-23596246,-46395415,CIDADE TIRADENTES
949,ERMELINO MATARAZZO - SUVIS,"RODRIGO DE BRUM,AL,1989",-23499140,-46472507,V. PARANAGUA
950,FREGUESIA DO O/BRASILANDIA - SUVIS,"CHICO DE PAULA,R,238",-23498899,-46700036,FREGUESIA DO O
951,GUAIANASES - SUVIS,"HIPOLITO DE CAMARGO,R,180",-23543324,-46412358,V. LOURDES
952,IPIRANGA/SACOMA - SUVIS,"MARCHETTI,PE,R,557",-23587763,-46608056,IPIRANGA
953,ITAIM PAULISTA/CURUCA - SUVIS,"JOAO CARLOS LEITE PENTEADO,R,140",-23505485,-46394108,ITAIM PAULISTA
954,JACANA/TREMEMBE - SUVIS,"FRANCISCO RODRIGUES,R,435",-23470275,-46580240,JACANA
955,LAPA PINHEIROS - SUVIS,"RENATO DE PAES DE BARROS,DR,R,77",-23578768,-46674252,ITAIM BIBI
956,M'BOI MIRIM - SUVIS,"ESTRADA DE ITAPECERICA, 961",-23644189,-46744310,V. DAS BELEZAS
957,MOOCA/ARICANDUVA - SUVIS,"TAQUARI,549,1+ AND",-23550412,-46597310,MOOCA
958,PARELHEIROS - SUVIS,"SADAMU INOUE,AV,5252",-23813863,-46735542,JD. DOS ALAMOS
959,PENHA - SUVIS,"CANDAPUI,R,492",-23518219,-46520765,PENHA
960,PIRITURA/PERUS - SUVIS,"FELIPE PINEL,AV,DR,367",-23484511,-46728597,JD. CIDADE PIRITUBA
961,SANTANA - SUVIS,"PAINEIRA DO CAMPO,R,902",-23513381,-46626933,SANTANA
962,SAO MATEUS - SUVIS,"RAGUEB CHOHFI,AV,1400",-23598707,-46468015,SAO MATEUS
963,SAO MIGUEL - SUVIS,"JOSE PEREIRA CARDOSO,R,193",-23494526,-46444631,SAO MIGUEL PAULISTA
964,SE/SANTA CECILIA - SUVIS,"FREDERICO ALVARENGA,R,259, 4 AND",-23550525,-46627859,PQ. D. PEDRO II
965,SOCORRO - SUVIS,"CASSIANO DOS SANTOS,R,499",-23720399,-46700909,RIO BONITO
966,VILA MARIA - SUVIS,"GUILHERME,AV,82",-23520847,-46606489,V. GUILHERME
967,VILA MARIANA - SUVIS,"CARLOS GEROLOMO MONACO,R,169",-23597020,-46622776,CJ. DOS BANCARIOS
968,VILA PRUDENTE SAPOPEMBA - SUVIS,"CENTENARIO DE V PRUDENTE,PCA,108",-23581804,-46582361,V. PRUDENTE
969,SUPERVISAO TECNICA DE SAUDE - CACHOEIRINHA,"FERREIRA DE ALMEIDA, R., 73",-23507701,-46666775,CASA VERDE
970,SUPERVISAO TECNICA DE SAUDE - S´?¢O MIGUEL PAULISTA,"DONA ANA FLORA PINHEIRO DE SOUZA, R., 79",-23500138,-46450285,SAO MIGUEL PAULISTA
971,SUPERVISAO TECNICA DE SAUDE - IPIRANGA,"LINO COUTINHO, R., 841",-23589979,-46602081,IPIRANGA
972,SUPERVISAO TECNICA DE SAUDE - LAPA PINHEIROS,"RENATO PAES DE BARROS, DR., R., 77",-23578766,-46674251,ITAIM BIBI
973,SUPERVISAO TECNICA DE SAUDE - PARELHEIROS,"DO JUZA, R., 26",-23820232,-46736741,JD DOS ALAMOS
974,SUPERVISAO TECNICA DE SAUDE - PENHA,"CANDAPUI, R., 492",-23518867,-46520485,VILA MARIETA
975,SUPERVISAO TECNICA DE SAUDE - PIRITUBA/PERUS,"LUIZ CARNEIRO, R., 193",-23485556,-46719048,PEREIRA BARRETO
976,SUPERVISAO TECNICA DE SAUDE - S.AMARO/ C.ADEMAR,"ARISTIDES DA SILVEIRA LOBO, R., 178",-23653882,-46673182,JD LOS ANGELES
977,SUPERVISAO TECNICA DE SAUDE - SAO MATEUS,"RAGUEB CHOHF, AV., 1400",-23598784,-46468006,PQ SAO LOURENCO
978,SUPERVISAO TECNICA DE SAUDE - SE,"FREDERICO ALVARENGA, R., 259",-23550544,-46627807,SE
979,SUPERVISAO TECNICA DE SAUDE - VILA MARIA/VILA GUILHERME,"GENERAL MENDES, R., 111",-23500800,-46591280,VILA MARIA ALTA
980,SUPERVISAO TECNICA DE SAUDE ARICANDUVA/MOOCA,"JUCA MENDES, R., 179",-23551694,-46533151,VILA CARRAO
981,SUPERVISAO TECNICA DE SAUDE BUTANTA,"CORIFEU DE AZEVEDO MARQUES, AV., 3596",-23565389,-46743381,VILA BUTANTA
982,SUPERVISAO TECNICA DE SAUDE CAMPO LIMPO,"NOSSA SENHORA DO BOM CONSELHO, AV., 59",-23648006,-46757485,JD LARANJAL
983,SUPERVISAO TECNICA DE SAUDE CIDADE TIRADENTES,"ESTRADA DO IGUATEMI, 2751",-23566660,-46415540,CIDADE TIRADENTES
984,SUPERVISAO TECNICA DE SAUDE DE GUAIANASES,"FRANCISCO PINHEIRO, R., 223",-23544553,-46413362,GUAIANASES
985,SUPERVISAO TECNICA DE SAUDE FREGUESIA DO O BRASILANDIA,"SANTA MARINA, AV., 2187",-23505511,-46693555,FREGUESIA DO O
986,SUPERVISAO TECNICA DE SAUDE ITAIM PAULISTA,"MARECHAL TITO, AV., 3012",-23493520,-46417100,VILA CURUCA
987,SUPERVISAO TECNICA DE SAUDE ITAQUERA,"AMERICO SALVADOR NOVELLI, R., 36",-23541052,-46455667,ITAQUERA
988,SUPERVISAO TECNICA DE SAUDE SANTANA/JACANA,"FRANCISCO RODRIGUES. R., 435",-23470267,-46580246,JACANA
989,SUPERVISAO TECNICA DE SAUDE VILA MARIANA/JABAQUARA,"JOAO BAPTISTUSSI, R., 55",-23596895,-46623176,VILA MARIANA
990,A E CARVALHO-UBS,"JAPANI,R,7",-23538741,-46475762,CID AE CARVALHO
991,"ADELAIDE LOPES,DONA-UBS V. CAROLINA","CLAVASIO ALVES DA SILVA,AV,683",-23497724,-46677204,LIMAO
992,AGUA FUNDA-UBS,"ROSA DE MORAIS,R,91",-23629857,-46625849,V  AGUA FUNDA
993,AGUA RASA-UBS,"SERRA DE JAIRE,R,1480",-23553466,-46579509,AGUA RASA
994,AGUIA DE HAIA - UBS,"TANTAS PALAVRAS,R,59",-23522008,-46469079,COHAB -GUIA DE HAIA
995,ALCINA PIMENTEL PIZA-UBS,"ITAQUAQUECETUBA,ESTR.,8855 (BELMIRA MARIM,AV.)",-23771766,-46647547,ILHA DO BORORE
996,ALDEIA JARAGUA - KWARAY DJEKUPE-UBS,"ESTRADA TURISTICA DO JARAGUA,3750",-23463745,-46753932,JARAGU-
997,ALMIRANTE DELAMARE - UBS,"MARIATH,ALM,R,62",-23603258,-46595504,V HELIOPOLIS
998,ALPES DO JARAGUA-UBS,"LIMEIRAS,AL,DAS,46",-23446363,-46753258,JARAGUA
999,ALTO DE PINHEIROS- UBS,"QUEIROS FILHO,313",-23537043,-46722018,ALTO DE PINHEIROS
1000,ALTO DO UMUARAMA-UBS,"ODEMIS,R,468",-23645701,-46772115,JD UMUARAMA
1001,ALTO RIVIEIRA -UBS,"MARIO MAZAGAO,PROF,AV, 194",-23697405,-46760226,ALTO DA RIVIERA
1002,AMERICANOPOLIS-UBS,"CIDADE DE SANTOS,R,46",-23664546,-46643606,JABAQUARA
1003,ANHANGUERA I -UBS,"MARCELA ALVES DE CASSIA,R,175",-23488618,-46758672,JD JARAGUA
1004,ANTONIO B DE OLIVEIRA - UBS VILA PREL,TEREZA MAIA PINTO,-23647799,-46753702,VILA PREL
1005,"ANTONIO P FERREIRA VILA LOBOS,DR-UBS","COELHO DE CASTRO,R,95",-23546886,-46499782,V  NHOCUNE
1006,ARMANDO DARIENZO-UBS N. SRA DO BRASIL,"MARQUES LEAO,ALM,R,684",-23562163,-46648857,MORRO DOS INGLESES
1007,"ATUALPA GIRAO RABELO,DR-UBS","ILHA DO ARVOREDO,R,10",-23507804,-46395525,V  MORGADOURO
1008,"AUGUSTO L A GALVAO,DR- UBS","JOAQUINA MARIA SANTOS,R,198",-23469869,-46673488,V RICA
1009,BARRAGEM - UBS,"JOAO LANGI, R,150",-23870750,-46652604,BARRAGEM
1010,BARRO BRANCO-UBS,"EDUARDO REUTER,R,678",-23583376,-46393025,COHAB BARRO BRANCO II
1011,BELENZINHO MARCUS WOLOSKER-UBS,"CELSO GARCIA,AV,1749",-23536554,-46595127,CHACARA TATUAPE
1012,BORACEA - UBS,"BORACEA,R,270",-23524356,-46651286,SANTA CECILIA
1013,BRASILANDIA-UBS,"PARAPUA,R,1646",-23470312,-46691544,V AUREA
1014,BRASILIA - M'BOI UBS,"MAPORE,R,352",-23653172,-46744962,JD. S+O LUIZ
1015,BURGO PAULISTA-UBS,"JOSE SILVA ALCANTARA FILHO,R,210",-23522787,-46490063,PONTE RASA
1016,BUTANTA - UBS,"CABRAL DE MENEZES,R,51",-23576598,-46733746,V GOMES
1017,CAMBUCI-UBS,"LACERDA FRANCO,AV,791",-23569025,-46622997,SE
1018,CAMPO GRANDE - UBS,"ARNALDO MAGNICARO,R,1254",-23674009,-46686198,JURUBATUBA
1019,CAMPO LIMPO-UBS,"JORGE OZI,R,211",-23636472,-46763382,JD. MARIA VIRGINIA
1020,CAMPO LIMPO-UBS FRANCISCO S. SOBRINHO,"JOVIANO PACHECO AGUIAR,DR,R,255",-23633714,-46777063,CAMPO LIMPO
1021,CANGAIBA-UBS DR. CARLOS GENTILE MELO,"CANGAIBA,AV,3722",-23504946,-46520533,CANGAIBA
1022,CARANDIRU-UBS,"JOSE PEREIRA JORGE,R,305",-23503837,-46610494,CARANDIRU
1023,CARLOS GENTILE DE MELO-UBS,"TEXTEIS,DOS,AV,3765",-23588073,-46396064,CIDADE TIRADENTES
1024,"CARLOS OLIVALDO DE S LOPES MUNIZ,DR-UBS PONTE RASA","BARTOLOMEU SOARES,R,16",-23514689,-46482620,ALTO DA  PONTE RASA
1025,CASA VERDE ALTA-UBS,"LAVINIO SALLES ARCURI,R,120",-23488745,-46664166,CASA VERDE ALTA
1026,CASA VERDE-UBS,"VICHY,R,468",-23504022,-46659503,CASA VERDE BAIXA
1027,CASTRO ALVES-UBS,"CADERNO DE VIAGEM,R,55",-23579958,-46404006,CASTRO ALVES
1028,CDHU PALANQUE - UBS,"PONTE DA AMIZADE,R,2",-23594432,-46418760,JD PALANQUE
1029,"CELSO AUGUSTO DANIEL,PREF-UBS","JORGE MARACCINI PONFILIO,R,S/N",-23562924,-46396326,CONJ.HAB.JUCEL.KUBIT
1030,CHACARA CRUZEIRO DO SUL - UBS,"MERCEDES LOPES,R,989",-23513062,-46531425,CH-CARA CRUZEIRO DO SUL
1031,CHACARA DO CONDE - UBS,"CONSTELACAO DO ESQUADRO,R,5",-23770364,-46704852,JD. CAMPINAS
1032,CHACARA DO SOL - UBS,"JOAO CARLOS DE OLIVEIRA,R,3",-23780111,-46672583,CH-CARA DO SOL
1033,CHACARA INGLESA-UBS,"LIGACAO,DA,R,95",-23493315,-46724836,CHACARA INGLESA
1034,CHACARA SANTANA-UBS,"BALTAZAR DE SA,R,383",-23671269,-46746592,CHACARA SANTANA
1035,CHACARA SANTO AMARO - UBS,"LUIS CARLOS ALMEIDA,R,51",-23820998,-46672943,CH-CARA SANTO AMARO
1036,CHACARA STA MARIA-UBS,"CICLADES,R,250",-23694929,-46792838,CHACARA SANTA MARIA
1037,CHACARA STO ANTONIO-UBS,"ALEXANDRE DUMAS,R,719",-23634912,-46698655,CHACARA STO ANTONIO
1038,CHORA MENINO-UBS,"COPACABANA,R,185",-23493950,-46637221,SANTA TEREZINHA
1039,CIDADE IPAVA - UBS,"TAQUANDAVA,AV,31",-23719939,-46764276,CIDADE IPAVA
1040,CIDADE JULIA-UBS,"PASCOAL GRIECO,R,366",-23690579,-46639972,CIDADE JULIA
1041,CIDADE KEMEL-UBS,"KEMEL ADDAS,AV,1031",-23503723,-46366524,CIDADE KEMEL
1042,CIDADE LIDER I-UBS,"FRANCISCO MUNHOZ F,DR,AV,379",-23554316,-46464835,CIDADE LIDER
1043,CIDADE NOVA SAO MIGUEL-UBS,"MOACIR D. ITAPICURU,1008",-23504474,-46433011,CIDADE NOVA S MIGUEL
1044,CIDADE PATRIARCA-UBS,"FREDERICO BROTERO,DR,R,22",-23535668,-46503068,JD TRIANA
1045,CIDADE PEDRO JOSE NUNES-UBS,"JOSE BARGAS,R,143",-23500430,-46461874,JD. PEDRO JOSE NUNES
1046,CIDADE SATELITE SANTA BARBARA-UBS,"SOL,R,45",-23611173,-46463090,JD STA BARBARA
1047,CIDADE TIRADENTES I - UBS,"TEXTEIS,DOS,AV,512",-23586364,-46406535,CIDADE TIRADENTES
1048,CIDADE VARGAS-UBS,"COMERCIARIOS,DOS,R,236",-23647430,-46637988,CID VARGAS
1049,CITY JARAGUA - UBS,"TAIPAS,ESTRADA DE (ESQ. R PAULO ARENTINO)1648",-23441453,-46734104,JARAGUA
1050,COLONIA - UBS,"NOSSA SENHORA APARECIDA,R,342",-23849977,-46694947,COLONIA PAULISTA
1051,CONJ IPESP JOSE TOLEDO PIZA - UBS,"VIRGILIA R A C PINTO,PROFA,AV,555",-23464419,-46604677,JD TREMEMBE
1052,COSTA MELLO-UBS,"LUIS ASSON,165",-23514631,-46512704,V MONTEVIDEO
1053,CRUZ DAS ALMAS-UBS,"FELICIANO DOMINGUES,PE,R,90",-23483349,-46702714,V  IORIO
1054,CUPECE-UBS DR. WALDOMIRO PREGNOLATO,"SANTA CATARINA,AV,1523",-23647305,-46661834,V STA CATARINA
1055,DOM ANGELICO-UBS,"MANOEL OLIVEIRA RAMOS,R, S/N",-23579922,-46382562,V YOLANDA
1056,DOM JOAO NERY-UBS,"JOAO NERY,D,ESTR,3462",-23522490,-46398862,JD NAZARE
1057,DOMINGOS DELASCIO - UBS TRAD,"FAROL PAULISTANO,R,410",-23570175,-46575142,JD ITALIA
1058,"DOMINGOS M CILO,DR V AURORA-UBS","JEAN BUFF,ENG,R,126",-23475452,-46629994,ALTO DO MANDAQUI
1059,DOMINGOS MANTELLI - UBS,"POVOADO DO RIO NOVO,R,1778",-23469815,-46720918,V MIRANTE
1060,"EDUARDO R RESCHILIAN,DR-UBS","LAFAIETE DE SOUZA CAMARGO,DR,R,40",-23638072,-46605600,JD. CLIMAX
1061,ELISIO TEIXEIRA LEITE-UBS,"JOAO AMADO COUTINHO,R,400",-23445946,-46713901,JARAGUA
1062,ELISIO TEIXEIRA LEITE-UBS,"JOAO AMADO COUTINHO,R,400",-23445946,-46713901,JARAGUA
1063,"EMILIO SANTIAGO DE OLIVEIRA,DR-UBS V. ESPERANCA","COREMU,R,63",-23522081,-46526054,VILA ESPERAN+A
1064,ERMELINO MATARAZZO-UBS,"ANTONIO DE FREITAS TOLEDO, R., 170",-23488993,-46476222,ERMELINO MATARAZZO
1065,FAZENDA DA JUTA II-UBS,"AUGUSTIN LUBERTI, 1102 (ANTIGA DOIS,AV,1102)",-23622059,-46487274,FAZENDA DA JUTA
1066,FAZENDA DA JUTA I-UBS,"LEVI LANDAU,R,23",-23623076,-46492738,FAZENDA DA JUTA
1067,FAZENDA DO CARMO - UBS,"FRANCISCO CARDOSO JR,R,10",-23564540,-46417847,CIDADE TIRADENTES
1068,FERROVIARIOS-UBS,"GONCALVES NINA,R,58",-23597447,-46391308,CIDADE TIRADENTES
1069,FRANCISCO A CESARONI(JD S PEDRO)-UBS,"SILVIANOPOLIS,R,370",-23547829,-46429646,JD. SAO PEDRO
1070,GAIVOTAS-UBS,"SAO PAULO,AV, 23-A",-23734112,-46660602,JD GAIVOTA
1071,"GERALDO S FERREIRA,DR-UBS","ARMANDO DE ARRUDA PEREIRA,ENG,AV,2944",-23651657,-46637560,PQ JABAQUARA
1072,GLEBA DO PESSEGO-UBS VICENTE FIUZA DA COSTA,"MALMEQUER DO CAMPO,R, 214",-23579369,-46457297,PQ DO CARMO
1073,GRAFICOS-UBS,"FRANCISCO JOSE VIANA,R,708",-23610905,-46396397,CIDADE TIRADENTES
1074,GUAIANAZES I -UBS,"COSME DEODATO TADEU,PROF,R,90",-23542987,-46409096,LAJEADO
1075,GUAIANAZES II-UBS,"CARLOS RUHL,CTE,R,189",-23545177,-46415116,GUAIANAZES
1076,GUARANI/ CANAA - UBS,"CONTOS GAUCHESCOS,R,630",-23653809,-46663617,VILA CANAA
1077,"GUILHERME H PINTO COELHO,ENG V DALVA-UBS","GUSTAVO BERTHIER,AV,155",-23562371,-46764239,V DALVA
1078,HELIO MOREIRA SALLES-UBS JD DOS EUCALIPTOS,"POEMA DAS AMERICAS,R,12",-23600493,-46507678,JD DOS EUCALIPTOS
1079,"HERMENEGILDO MORBIN JR,DR- JD INDEPENDENCIA UBS","PLANALTO DA CONQUISTA,R,80",-23588139,-46559831,JD. INDEPENDENCIA
1080,"HERMINIO MOREIRA,DR-UBS V. ALPINA","PARAMU,R,398",-23595959,-46567139,V ALPINA
1081,HORIZONTE AZUL-UBS,"ALBERGATE CAPANELLI,R,2200",-23747177,-46776754,HORIZONTE AZUL
1082,HORTO FLORESTAL-UBS,"HORTO, R, DO,S/N",-23461770,-46629676,HORTO FLORESTAL
1083,HUMAITA-UBS DR. JOAO AZEVEDO LAGE,"HUMAITA,R,520",-23556468,-46641553,BELA VISTA
1084,HUMBERTO CERRUTI-UBS PQ. BOTURUSSU,"OLAVO EGIDIO SOUZA ARANHA,AV,630",-23501684,-46493347,V CISPER
1085,HUMBERTO GASTAO BODRA-UBS JD. ELBA,"BATISTA FERGUSIO,R,1016",-23620781,-46508823,V  CARDOSO FRANCO
1086,"HUMBERTO PASCALI,DR  STA CECILIA-UBS","VITORINO CARMILO,R,599",-23531575,-46651898,CAMPOS ELISEOS
1087,IGUACU-UBS,"ORATORIO,DO,AV,6557",-23612501,-46522494,V INDUSTRIAL
1088,ILZA WELTMAN HUTZLER DRA-UBS,"WALFRIDO DE CARVALHO,CEL,R,S/N",-23476153,-46658644,V NOVA CACHOEIRINHA
1089,INACIO DE MONTEIRO- UBS,"INACIO DE MOMTEIRO, S/N",-23563786,-46414817,CIDADE TIRADENTES
1090,ITAIM PAULISTA-UBS DR. JULIO DE GOUVEIA,"JOSE LEVI SOBRINHO,MAJ,PCA,139",-23494092,-46400177,ITAIM PAULISTA
1091,ITAQUERA-UBS,"AMERICO SALVADOR NOVELLI,R,265",-23538945,-46454974,ITAQUERA
1092,JACANA-UBS,"SAO GERALDINO,R,222",-23474310,-46580114,V CONSTANCA
1093,JARAGUA-UBS,"DOMINGUES VIDIGAL,97",-23504400,-46408168,PQ INDUSTRIAL
1094,JARDIM HELGA - UBS,"THOMAS DE ARAUJO,R,53",-23640885,-46771004,JD HELGA
1095,JARDIM MAGDALENA - UBS,"VITORIANO PALHARES,R,221",-23666198,-46792039,JD MAGDALENA
1096,JARDIM MARACA - UBS,"FERES BECHARA,R,506",-23671188,-46772212,JD MARACA
1097,JD  CAICARA-UBS,"SERAFIM ALVARES,R,46",-23683041,-46775085,JARDIM CAICARA
1098,JD  MITSUTANI-UBS,"FREI XISTO TEUBER,R,50",-23641910,-46780622,JD MITSUTANI
1099,JD  PARANAPANEMA-UBS,"PIETRO DA MILANO,R,100",-23692989,-46780072,VL. SANTO AMARO
1100,JD ALFREDO-UBS,"DINAR,R,51",-23681333,-46738671,JD ALFREDO
1101,JD APUANA-UBS,"HUM,R,19",-23452484,-46585621,JARDIM APUANA
1102,JD APURA -UBS,"DARCI BARCELOS,DR.,R,37",-23709744,-46653156,JD APURA
1103,JD ARACATI-UBS,"FRANCISCO HOMEM DEL REI,R,87",-23718069,-46769865,JD ARACATI
1104,JD AURORA - UBS,"CLAUDIO DA COSTA,R,54",-23536022,-46417378,JD AURORA
1105,JD BANDEIRANTES-UBS,"PACHECO ARANHA,R,04",-23541664,-46392503,GUAIANASES
1106,JD BOA VISTA-UBS,"CANDIDO FONTOURA,R,620",-23583292,-46790896,JD. BOA VISTA
1107,JD BRASIL - UBS,"FRANCISCO PEIXOTO BIZERRA,R,400",-23485505,-46576336,JD BRASIL
1108,JD BRASILIA-UBS,"OSVALDO VALLE CORDEIRO,AV,245",-23554330,-46491506,JD. BRASILIA
1109,JD CAMARGO NOVO-UBS,"GENERAL PEREIRA DE BERREDO,R.,275",-23503315,-46385211,JD. CAMARGO NOVO
1110,JD CAMPINAS-UBS,"PLEIADES,DAS,R,S/N",-23771107,-46712124,JD. MARIA AMALIACAMPINAS
1111,JD CAMPOS - UBS,"CRESCENTE,R,97",-23511853,-46408536,COHAB NAZARE
1112,JD CAPELA-UBS,"PAIVA MANSO,DE,BR,R,200",-23730480,-46789576,JD. CAPELA
1113,JD CARRAOZINHO-UBS,"MARCOS GONCALVES CORREA,R,25",-23616439,-46456475,JD V CARRAO
1114,JD CASTRO ALVES-UBS,"JOAO PAULO BARRETO,R,131",-23741988,-46686264,JD. CASTRO ALVES
1115,JD CELESTE - UBS,"JOAO FERNANDES CAMISA NOVA JR.,R,865",-23656291,-46740970,JD CELESTE
1116,JD CID PIRITUBA-UBS,"FEIZ ZARZUR,COM,S/N",-23477060,-46720504,JD. CIDADE PIRITUBA
1117,JD CLIPPER-UBS,"CARLOS PEZZOLO,DR,S/N",-23722254,-46704621,PQ ESMERALDA
1118,JD COIMBRA-UBS,"ESTRADA M' BOI MIRIM,3301",-23678166,-46762187,JARDIM COIMBRA
1119,JD COLONIAL-UBS,"JOSE RODRIGUES SANTAREM,AV,464",-23601362,-46471633,JD  COLONIAL
1120,JD COLORADO(DR JOSE PIRES) - UBS,"JOSE DE ARAUJO VIEIRA,R,61",-23626011,-46463245,JD. RODOLFO PIRAN
1121,JD COMERCIAL-UBS,"COSTA NOVA DO PRADO,R,92",-23671014,-46779087,JD. COMERCIAL
1122,JD CONQUISTA III-UBS,"SOMOS TODOS IGUAIS,R, 330",-23608385,-46452307,S+O MATEUS
1123,JD CONQUISTA I-UBS,"PERAMIRIM,R,1",-23612222,-46452905,VILA BELA
1124,JD COPA-UBS,"PONTA DE LUCENA,R,330",-23561903,-46456902,JD MARABA
1125,JD DA CONQUISTA II - UBS,"SOMOS TODOS IGUAIS,R, 330",-23608385,-46452307,S+O MATEUS
1126,JD DA SAUDE (NEUSA ROSALIA MORALES)-UBS,"DOMINGOS DE ROGATIS,R,187",-23612160,-46615556,JD. DA SAUDE
1127,JD D'ABRIL-UBS,"PAULO MARANHAO,R,444",-23575297,-46774920,JD. D'ABRIL
1128,JD DAS CAMELIAS-UBS,"TREVO STA MARIA,R,79",-23512369,-46462098,JD CAMELIAS
1129,JD DAS FONTES - UBS,"MABEL NORMANDO,R,122",-23868640,-46751551,JD DAS FONTES
1130,JD DAS LARANJEIRAS-UBS,"BENTO GUELFI, AV,1100",-23603342,-46429597,JD LARANJEIRAS
1131,JD DAS OLIVEIRAS-UBS,"JOSE DA CRUZ CAMARGO,R,174",-23494881,-46379916,JD DAS OLIVEIRAS
1132,JD DAS PALMAS - UBS,"FRANCISCO SALES,R,10",-23622934,-46751633,JD DAS PALMAS
1133,JD DAS PEDRAS - UBS,"CLOVIS SALGADO,R,220",-23418473,-46589715,JD DAS PEDRAS
1134,JD ELEDY - UBS,"SEBASTIAO ADVINCULA CUNHA,470",-23653152,-46785231,JD ELEDY
1135,JD ELIANE-UBS,"HENRY ARTHUR JONES,R,201",-23753251,-46670598,JD. ELIANA
1136,JD EMBURA - UBS,"BENEDITO SCHUNCK,ESTR,08",-23879324,-46743255,JD EMBURA
